goos: linux
goarch: amd64
pkg: github.com/fredbi/core/json/benchmarks/lexers
cpu: AMD Ryzen 7 5800X 8-Core Processor             
BenchmarkLexers/ints/default-lexer/bytes-16         	    2124	    516740 ns/op	 507.32 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/default-lexer/tokens-16        	    3088	    398018 ns/op	 658.64 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/default-lexer/tokens-16        	    3064	    388817 ns/op	 674.23 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2937	    408314 ns/op	 642.04 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2925	    412756 ns/op	 635.13 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2998	    405110 ns/op	 647.11 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2838	    427088 ns/op	 613.81 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2938	    416335 ns/op	 629.67 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2938	    408097 ns/op	 642.38 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2926	    409636 ns/op	 639.96 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    3007	    409718 ns/op	 639.84 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2968	    412494 ns/op	 635.53 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2914	    404814 ns/op	 647.59 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     627	   1640293 ns/op	 159.82 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     682	   1638633 ns/op	 159.98 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     682	   1645079 ns/op	 159.36 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     722	   1612661 ns/op	 162.56 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     745	   1629964 ns/op	 160.83 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     745	   1618525 ns/op	 161.97 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     678	   1630974 ns/op	 160.73 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     716	   1614212 ns/op	 162.40 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     747	   1605951 ns/op	 163.24 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     744	   1641395 ns/op	 159.71 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2223	    514942 ns/op	 509.09 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2348	    515972 ns/op	 508.07 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2330	    513957 ns/op	 510.07 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2313	    511761 ns/op	 512.25 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2384	    512953 ns/op	 511.06 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2138	    518618 ns/op	 505.48 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2320	    509451 ns/op	 514.58 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2368	    524030 ns/op	 500.26 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2332	    507406 ns/op	 516.65 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2322	    520650 ns/op	 503.51 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     512	   2202423 ns/op	 119.03 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     541	   2587615 ns/op	 101.31 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     390	   3709667 ns/op	  70.67 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     414	   3409782 ns/op	  76.88 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     446	   2817529 ns/op	  93.04 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     408	   2604700 ns/op	 100.65 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     519	   2242147 ns/op	 116.92 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     474	   2237364 ns/op	 117.17 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     517	   2345471 ns/op	 111.77 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     490	   2355471 ns/op	 111.29 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     525	   2346481 ns/op	 111.72 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     528	   2271680 ns/op	 115.40 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     531	   2300234 ns/op	 113.97 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     516	   2237261 ns/op	 117.18 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     546	   2301942 ns/op	 113.88 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     498	   2331847 ns/op	 112.42 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     537	   2309028 ns/op	 113.53 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     517	   2345094 ns/op	 111.79 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     528	   2342254 ns/op	 111.92 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     523	   2169981 ns/op	 120.81 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3444	    414103 ns/op	 633.06 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3289	    385682 ns/op	 679.71 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3524	    345220 ns/op	 759.38 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3128	    347586 ns/op	 754.21 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3082	    346695 ns/op	 756.14 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3450	    342833 ns/op	 764.66 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3475	    339497 ns/op	 772.18 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3495	    344384 ns/op	 761.22 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3572	    348439 ns/op	 752.36 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3547	    384165 ns/op	 682.39 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4365	    285629 ns/op	 917.81 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4269	    281729 ns/op	 930.51 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4227	    289016 ns/op	 907.05 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4276	    278799 ns/op	 940.29 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4239	    296612 ns/op	 883.82 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4240	    281413 ns/op	 931.56 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4248	    291844 ns/op	 898.26 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4297	    281125 ns/op	 932.51 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4200	    283771 ns/op	 923.82 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4204	    281362 ns/op	 931.73 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4299	    276226 ns/op	 949.05 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4239	    277412 ns/op	 945.00 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4423	    280487 ns/op	 934.64 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4389	    278773 ns/op	 940.38 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4375	    273813 ns/op	 957.41 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4327	    283081 ns/op	 926.07 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4426	    279307 ns/op	 938.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4420	    279947 ns/op	 936.44 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4351	    275816 ns/op	 950.46 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4389	    280092 ns/op	 935.95 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4246	    277076 ns/op	 946.14 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4179	    275084 ns/op	 952.99 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4108	    282812 ns/op	 926.95 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4310	    288147 ns/op	 909.79 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4413	    285016 ns/op	 919.78 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4258	    278149 ns/op	 942.49 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4279	    280313 ns/op	 935.21 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4357	    274736 ns/op	 954.20 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4208	    279114 ns/op	 939.23 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4288	    287192 ns/op	 912.82 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4490	    261016 ns/op	1004.36 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4634	    257810 ns/op	1016.85 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4702	    253705 ns/op	1033.30 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4618	    255710 ns/op	1025.20 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4504	    260990 ns/op	1004.46 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4776	    257748 ns/op	1017.09 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4645	    254581 ns/op	1029.74 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4592	    258826 ns/op	1012.85 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4694	    254190 ns/op	1031.33 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4803	    257166 ns/op	1019.39 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4713	    259282 ns/op	1011.07 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4705	    257721 ns/op	1017.20 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4732	    257860 ns/op	1016.65 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4592	    254029 ns/op	1031.98 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4174	    256624 ns/op	1021.55 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4746	    254994 ns/op	1028.07 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4443	    257623 ns/op	1017.58 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4650	    261336 ns/op	1003.12 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4696	    259663 ns/op	1009.59 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4597	    262215 ns/op	 999.76 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1386	    769096 ns/op	 340.86 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1317	    776832 ns/op	 337.46 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1579	    777587 ns/op	 337.14 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1538	    769346 ns/op	 340.75 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1400	    782937 ns/op	 334.83 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1332	    769663 ns/op	 340.61 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1509	    783040 ns/op	 334.79 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1544	    767869 ns/op	 341.40 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1582	    766198 ns/op	 342.15 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1317	    773672 ns/op	 338.84 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4142	    276362 ns/op	 948.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4364	    283125 ns/op	 925.93 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4303	    287317 ns/op	 912.42 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    3945	    285491 ns/op	 918.25 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4321	    279861 ns/op	 936.73 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4312	    279566 ns/op	 937.71 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4158	    277020 ns/op	 946.33 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4303	    281113 ns/op	 932.55 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4328	    276389 ns/op	 948.49 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4252	    281586 ns/op	 930.99 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1202	   1000552 ns/op	 262.01 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1028	   1002076 ns/op	 261.61 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1036	   1030936 ns/op	 254.29 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1026	   1043955 ns/op	 251.12 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1072	   1003299 ns/op	 261.29 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	     992	   1034100 ns/op	 253.51 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1153	   1027572 ns/op	 255.12 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1042	   1003623 ns/op	 261.21 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1038	   1034933 ns/op	 253.30 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1060	   1016638 ns/op	 257.86 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1124	   1016430 ns/op	 257.92 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1051	   1000949 ns/op	 261.90 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1038	    994343 ns/op	 263.64 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1198	   1006358 ns/op	 260.50 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1200	    997308 ns/op	 262.86 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1018	    995774 ns/op	 263.27 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1154	   1008467 ns/op	 259.95 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1200	   1007693 ns/op	 260.15 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1026	    996347 ns/op	 263.11 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1209	    996614 ns/op	 263.04 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    6570	    189995 ns/op	1379.79 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    6564	    185519 ns/op	1413.08 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    6414	    190275 ns/op	1377.76 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    6480	    190423 ns/op	1376.69 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    5596	    189233 ns/op	1385.35 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    6439	    186466 ns/op	1405.90 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    6271	    188386 ns/op	1391.57 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    6216	    190098 ns/op	1379.04 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    6447	    188916 ns/op	1387.67 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    6343	    190529 ns/op	1375.93 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    2142	    564733 ns/op	 478.82 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    2095	    565392 ns/op	 478.26 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    2107	    554422 ns/op	 487.72 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    1981	    567250 ns/op	 476.69 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    2131	    574380 ns/op	 470.77 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    2157	    570618 ns/op	 473.88 MB/s	     328 B/op	       2 allocs/op
