goos: linux
goarch: amd64
pkg: github.com/fredbi/core/json/benchmarks/lexers
cpu: AMD Ryzen 7 5800X 8-Core Processor             
BenchmarkLexers/ints/default-lexer/bytes-16         	    2235	    511486 ns/op	 512.53 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2932	    410350 ns/op	 638.85 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2944	    405279 ns/op	 646.84 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2961	    416283 ns/op	 629.74 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2887	    405439 ns/op	 646.59 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2936	    402805 ns/op	 650.82 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2884	    413745 ns/op	 633.61 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2654	    418022 ns/op	 627.12 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2896	    414724 ns/op	 632.11 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2925	    410789 ns/op	 638.17 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/tokens-16                  	    2611	    423991 ns/op	 618.30 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     658	   1649094 ns/op	 158.97 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     674	   1667113 ns/op	 157.25 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     657	   1673978 ns/op	 156.60 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     684	   1674637 ns/op	 156.54 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     696	   1656162 ns/op	 158.29 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     724	   1676287 ns/op	 156.39 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     667	   1663678 ns/op	 157.57 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     739	   1632529 ns/op	 160.58 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     670	   1690601 ns/op	 155.06 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/lab/verbatim-tokens-16         	     656	   1774048 ns/op	 147.77 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2004	    530549 ns/op	 494.11 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2224	    536478 ns/op	 488.65 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    1873	    536665 ns/op	 488.48 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    1984	    531328 ns/op	 493.39 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    1990	    538626 ns/op	 486.70 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    1964	    530315 ns/op	 494.33 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    1856	    540782 ns/op	 484.76 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2134	    528563 ns/op	 495.97 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2318	    543805 ns/op	 482.07 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/reset-16         	    2082	    523010 ns/op	 501.24 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     571	   2088902 ns/op	 125.50 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     562	   2070942 ns/op	 126.59 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     596	   2058604 ns/op	 127.34 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     585	   2037242 ns/op	 128.68 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     559	   2114161 ns/op	 124.00 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     552	   2092988 ns/op	 125.25 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     555	   2034831 ns/op	 128.83 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     550	   2047355 ns/op	 128.04 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     566	   2080930 ns/op	 125.98 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-16      	     592	   2091933 ns/op	 125.32 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     561	   2136471 ns/op	 122.70 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     554	   2074806 ns/op	 126.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     567	   2091150 ns/op	 125.36 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     560	   2098203 ns/op	 124.94 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     560	   2039018 ns/op	 128.57 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     566	   2008090 ns/op	 130.55 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     582	   2064883 ns/op	 126.96 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     560	   2032101 ns/op	 129.01 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     586	   2048161 ns/op	 127.99 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/default-lexer/verbatim-reset-16         	     571	   2043746 ns/op	 128.27 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    2587	    395439 ns/op	 662.94 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3118	    404116 ns/op	 648.70 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    2893	    399503 ns/op	 656.20 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    2582	    414873 ns/op	 631.89 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3072	    410966 ns/op	 637.89 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    2942	    400485 ns/op	 654.59 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    2940	    389228 ns/op	 673.52 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    2958	    386561 ns/op	 678.16 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3157	    391972 ns/op	 668.80 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/ints/jsontext/bytes-16                       	    3114	    388608 ns/op	 674.59 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4161	    285475 ns/op	 918.30 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    3847	    283328 ns/op	 925.26 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4088	    281852 ns/op	 930.11 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4053	    288154 ns/op	 909.77 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4243	    285429 ns/op	 918.45 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4186	    287006 ns/op	 913.41 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4297	    296704 ns/op	 883.55 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    3996	    283724 ns/op	 923.97 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    4152	    280432 ns/op	 934.82 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/bytes-16         	    3636	    278773 ns/op	 940.38 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4297	    280603 ns/op	 934.25 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4122	    285868 ns/op	 917.04 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4173	    284322 ns/op	 922.03 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4118	    284457 ns/op	 921.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4185	    283615 ns/op	 924.33 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4286	    282663 ns/op	 927.44 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4124	    283657 ns/op	 924.19 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4128	    286331 ns/op	 915.56 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4113	    294076 ns/op	 891.45 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/pooled-16        	    4197	    282060 ns/op	 929.42 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4029	    297789 ns/op	 880.33 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4140	    287164 ns/op	 912.90 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4186	    289922 ns/op	 904.22 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4158	    300140 ns/op	 873.43 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    3770	    320881 ns/op	 816.98 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    3736	    288509 ns/op	 908.65 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4182	    283895 ns/op	 923.41 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4270	    296372 ns/op	 884.54 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    4394	    285408 ns/op	 918.52 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/bytes-16                   	    3618	    279916 ns/op	 936.54 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4726	    252744 ns/op	1037.23 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4738	    248674 ns/op	1054.20 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4647	    254445 ns/op	1030.29 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4744	    256043 ns/op	1023.86 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4696	    258445 ns/op	1014.35 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4838	    261938 ns/op	1000.82 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4780	    250155 ns/op	1047.96 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4808	    253510 ns/op	1034.09 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4480	    260440 ns/op	1006.58 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/default-lexer/tokens-16        	    4572	    264980 ns/op	 989.33 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4699	    259265 ns/op	1011.14 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4851	    262159 ns/op	 999.98 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4777	    256470 ns/op	1022.16 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4706	    257347 ns/op	1018.68 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4686	    257749 ns/op	1017.09 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4818	    255297 ns/op	1026.85 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4774	    253169 ns/op	1035.49 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4632	    262453 ns/op	 998.86 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4694	    255636 ns/op	1025.49 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/tokens-16                  	    4575	    255902 ns/op	1024.43 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1274	    791507 ns/op	 331.21 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1315	    777379 ns/op	 337.23 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1323	    775973 ns/op	 337.84 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1288	    788772 ns/op	 332.36 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1278	    794130 ns/op	 330.11 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1298	    786964 ns/op	 333.12 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1515	    806731 ns/op	 324.96 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1363	    791337 ns/op	 331.28 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1287	    781044 ns/op	 335.64 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/lab/verbatim-tokens-16         	    1296	    791099 ns/op	 331.38 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4114	    282822 ns/op	 926.92 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4176	    282748 ns/op	 927.16 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4300	    292098 ns/op	 897.48 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4221	    285510 ns/op	 918.19 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4294	    278442 ns/op	 941.50 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4213	    283036 ns/op	 926.22 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    3918	    283181 ns/op	 925.74 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4110	    283548 ns/op	 924.55 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4198	    290751 ns/op	 901.64 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/reset-16         	    4196	    279927 ns/op	 936.50 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1242	    922310 ns/op	 284.24 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1122	    909559 ns/op	 288.22 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1126	    907148 ns/op	 288.99 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1119	    910851 ns/op	 287.81 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1149	    918746 ns/op	 285.34 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1131	    929034 ns/op	 282.18 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1124	    924010 ns/op	 283.71 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1316	    936794 ns/op	 279.84 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1113	    964077 ns/op	 271.92 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-16      	    1146	    920343 ns/op	 284.84 MB/s	     336 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1178	    923616 ns/op	 283.83 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1264	    923611 ns/op	 283.84 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1178	    912323 ns/op	 287.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1315	    928523 ns/op	 282.33 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1128	    913092 ns/op	 287.10 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1282	    915170 ns/op	 286.45 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1314	    915312 ns/op	 286.41 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1315	    922060 ns/op	 284.31 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1111	    974313 ns/op	 269.06 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/default-lexer/verbatim-reset-16         	    1124	    924397 ns/op	 283.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    5161	    234120 ns/op	1119.74 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    5124	    231401 ns/op	1132.90 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    5244	    230651 ns/op	1136.58 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    5119	    234211 ns/op	1119.30 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    5107	    232788 ns/op	1126.15 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    5181	    231124 ns/op	1134.25 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    5016	    232075 ns/op	1129.60 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    5180	    230767 ns/op	1136.01 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    5167	    232489 ns/op	1127.60 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/strings_plain/jsontext/bytes-16                       	    5190	    230088 ns/op	1139.36 MB/s	     376 B/op	       3 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    1765	    597229 ns/op	 452.76 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    1690	    600319 ns/op	 450.43 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    1945	    603449 ns/op	 448.10 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    1964	    609954 ns/op	 443.32 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    1968	    635715 ns/op	 425.35 MB/s	     328 B/op	       2 allocs/op
BenchmarkLexers/canada_geometry/default-lexer/bytes-16                	    1724	    608689 ns/op	 444.24 MB/s	     328 B/op	       2 allocs/op
